time	V(n001)	V(n003)
7.552057623238472e-01	-9.674211e-01	1.384640e-02
7.552098988406354e-01	-9.872188e-01	1.176969e-02
7.552148243484222e-01	-9.989488e-01	9.139871e-03
7.552201316543102e-01	-9.970220e-01	6.176484e-03
7.552262865958606e-01	-9.759201e-01	2.629759e-03
7.552362629684666e-01	-8.999255e-01	-3.099840e-03
7.552521215985245e-01	-6.830401e-01	-1.149403e-02
7.552705272897602e-01	-3.194811e-01	-1.889586e-02
7.552944785579057e-01	2.281014e-01	-2.377582e-02
7.553124127004485e-01	6.019409e-01	-2.307504e-02
7.553306892446398e-01	8.770422e-01	-1.850292e-02
7.553375952780220e-01	9.424174e-01	-1.582272e-02
7.553426527234585e-01	9.750715e-01	-1.342904e-02
7.553469863948280e-01	9.924110e-01	-1.121002e-02
7.553510856795803e-01	9.996014e-01	-8.996964e-03
7.553559158121697e-01	9.964949e-01	-6.282739e-03
7.553622478686381e-01	9.735388e-01	-2.626524e-03
7.553725059162126e-01	8.922956e-01	3.256487e-03
7.553884486256961e-01	6.689340e-01	1.163495e-02
7.554069920642490e-01	2.982370e-01	1.910262e-02
7.554282515825037e-01	-1.889138e-01	2.360058e-02
7.554456996051436e-01	-5.601671e-01	2.322767e-02
7.554635651909903e-01	-8.461931e-01	1.919723e-02
7.554712221297976e-01	-9.269972e-01	1.638242e-02
7.554767650338743e-01	-9.674211e-01	1.384640e-02
7.554809015506625e-01	-9.872188e-01	1.176969e-02
7.554858270584495e-01	-9.989488e-01	9.139871e-03
7.554911343643373e-01	-9.970220e-01	6.176484e-03
